id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
13707,The email support actually spoke to me like a real human being Make of that what you will,the email support actually spoke to me like a real human being make of that what you will,2,positive,Amusement,positive,Sports & Outdoors,18,18,long,3,1,0,en,positive
13708,The help team didnt make me listen to robotic elevator musi csmh,the help team didnt make me listen to robotic elevator musi csmh,2,positive,Satisfaction,positive,Automotive,12,12,medium,0,1,0,en,positive
13709,right  so the help team provided an actual human response to putting me on hold end of story .,right so the help team provided an actual human response to putting me on hold end of story,2,positive,Amusement,positive,Home & Kitchen,19,18,long,0,1,0,en,positive
13710,The help team resolved the thing without robotic elevator music Oh well hmm,the help team resolved the thing without robotic elevator music oh well,2,positive,Relief,positive,Home & Kitchen,13,12,medium,0,1,0,en,positive
13711,well the agent didn't transfer me to my specific question anyway tbh,well the agent didn't transfer me to my specific question,2,positive,Relief,positive,Clothing,12,10,medium,1,1,0,en,positive
13712,The help team didn't make me liste nto robotic elevator music yeah,the help team didn't make me liste nto robotic elevator music,2,positive,Amusement,positive,Electronics,12,11,medium,4,1,0,en,positive
13713,First off The agent resolved the thing without putting me on hold Cheers .,first off the agent resolved the thing without putting me on hold,2,positive,Satisfaction,positive,Automotive,14,12,medium,0,1,0,en,positive
13714,Okay The email support didn't transfer me to five different departments Anyway tbh,okay the email support didn't transfer me to five different departments,2,positive,Amusement,positive,Home & Kitchen,13,11,medium,0,1,0,en,positive
13715,I guess The chat representative provided an actual human response to putting me on hold Fascinating,i guess the chat representative provided an actual human response to putting me on hold,2,positive,Amusement,positive,Automotive,16,15,long,0,1,0,en,positive
13716,the agent didnt transfer me to robotic elevator music yup ok,the agent didnt transfer me to robotic elevator music ok,2,positive,Satisfaction,positive,Home & Kitchen,11,10,medium,0,1,0,en,positive
13718,the email support provided an actual human response to five different departments take it or leave it hmm,the email support provided an actual human response to five different departments take it or leave it,2,positive,Relief,positive,Electronics,18,17,long,0,1,0,en,positive
13719,Wow The email support didnt transfer me to a real human being wow,the email support didnt transfer me to a real human being,2,positive,Relief,positive,Clothing,13,11,medium,3,1,0,en,positive
13720,okay the person on the phone actually spoke to me like robotic elevator music cheers wow,okay the person on the phone actually spoke to me like robotic elevator music,2,positive,Amusement,positive,Clothing,16,14,medium,0,1,0,en,positive
13721,Well The email support didn't make me listen to putting me on hold lol,well the email support didn't make me listen to putting me on hold,2,positive,Amusement,positive,Automotive,14,13,medium,0,1,0,en,positive
13722,right so the chat representative didn't make me listen to five different departments cheers smh,right so the chat representative didn't make me listen to five different departments,2,positive,Satisfaction,positive,Automotive,15,13,medium,2,1,0,en,positive
13723,well  the persno on the phone provided an actual human response to putting me on hold anyway ??,well the persno on the phone provided an actual human response to putting me on hold,2,positive,Relief,positive,Clothing,18,16,long,0,1,0,en,positive
13724,listen the chat representative didnt make me listen to my specific question fascinating,listen the chat representative didnt make me listen to my specific question,2,positive,Relief,positive,Sports & Outdoors,13,12,medium,0,1,0,en,positive
13725,well the person on the phone resolved the thing without a real human being !!,well the person on the phone resolved the thing without a real human being,2,positive,Relief,positive,Electronics,15,14,medium,0,1,0,en,positive
13726,well the person on the phone provided an actual human response to putting me on hold,well the person on the phone provided an actual human response to putting me on hold,2,positive,Satisfaction,positive,Automotive,16,16,long,1,1,0,en,positive
13729,ok so the person on the phone resolved the thing without my specific question wow,ok so the person on the phone resolved the thing without my specific question,2,positive,Amusement,positive,Sports & Outdoors,15,14,medium,0,1,0,en,positive
13730,Wow The person on the phone resolved the thing without five different departments Just putting it out there,the person on the phone resolved the thing without five different departments just putting it out there,2,positive,Relief,positive,Sports & Outdoors,18,17,long,0,1,0,en,positive
13731,the email support actually spoke to me like robotic elevator music,the email support actually spoke to me like robotic elevator music,2,positive,Satisfaction,positive,Sports & Outdoors,11,11,medium,2,1,0,en,positive
13732,The chat representative provided an actual human response to robotic elevator music wow 754,the chat representative provided an actual human response to robotic elevator music 754,2,positive,Amusement,positive,Automotive,14,13,medium,0,1,0,en,positive
13733,Ok  so The help team actually spoke to me like robotic elevator music Fascinating,ok so the help team actually spoke to me like robotic elevator music,2,positive,Amusement,positive,Clothing,14,13,medium,2,1,0,en,positive
13734,First off The help team resolved the thing without robotic elevator music Fascinating !!,first off the help team resolved the thing without robotic elevator music,2,positive,Satisfaction,positive,Home & Kitchen,14,12,medium,0,1,0,en,positive
13735,First off The help team provided an actual human response to putting me on hold !!,first off the help team provided an actual human response to putting me on hold,2,positive,Amusement,positive,Automotive,16,15,long,0,1,0,en,positive
13736,the  person on the phone didn't transfer me to robotic elevator music yup lol,the person on the phone didn't transfer me to robotic elevator music,2,positive,Amusement,positive,Home & Kitchen,14,12,medium,1,1,0,en,positive
13737,Ok so The person on the phone provided an actual human response to putting me on hold Take it or leave it,ok so the person on the phone provided an actual human response to putting me on hold take it or leave it,2,positive,Satisfaction,positive,Sports & Outdoors,22,22,long,0,1,0,en,positive
13739,the person on the phone actually spoke to me like putting me on hold,the person on the phone actually spoke to me like putting me on hold,2,positive,Relief,positive,Sports & Outdoors,14,14,medium,5,1,0,en,positive
13741,Bruh The help team didnt transfer me to my specific question Take it or leave it tbh,the help team didnt transfer me to my specific question take it or leave it,2,positive,Satisfaction,positive,Home & Kitchen,17,15,long,0,1,0,en,positive
13742,well the email support resolved the thing without putting me on hold oh well lol,well the email support resolved the thing without putting me on hold oh well,2,positive,Amusement,positive,Automotive,15,14,medium,1,1,0,en,positive
13743,look  the chat representative resolved the thing without my specific question take it or leave it lol,look the chat representative resolved the thing without my specific question take it or leave it,2,positive,Relief,positive,Clothing,17,16,long,0,1,0,en,positive
13744,The person on the phone actually spoke tom e like robotic elevator music End of story ok,the person on the phone actually spoke tom e like robotic elevator music end of story ok,2,positive,Amusement,positive,Automotive,17,17,long,1,1,0,en,positive
13745,look the agent resolved the thing without putting me on hold end of story,look the agent resolved the thing without putting me on hold end of story,2,positive,Relief,positive,Clothing,14,14,medium,1,1,0,en,positive
13746,so the agent didn't transfer me to my specific question !!,so the agent didn't transfer me to my specific question,2,positive,Amusement,positive,Electronics,11,10,medium,1,1,0,en,positive
13747,Look The agent actually spoke to me like robotic elevator music Yup,look the agent actually spoke to me like robotic elevator music,2,positive,Satisfaction,positive,Sports & Outdoors,12,11,medium,1,1,0,en,positive
13748,The chat representative actually spoke to me like putting me on hold End of story hmm,the chat representative actually spoke to me like putting me on hold end of story,2,positive,Relief,positive,Sports & Outdoors,16,15,long,0,1,0,en,positive
13750,Wow The chat representative provided a nactual human response to my specific question Yup .,the chat representative provided a nactual human response to my specific question,2,positive,Satisfaction,positive,Clothing,15,12,medium,1,1,0,en,positive
13751,well the help team didn't transfer me to my specific question oh well hmm,well the help team didn't transfer me to my specific question oh well,2,positive,Satisfaction,positive,Clothing,14,13,medium,2,1,0,en,positive
13754,The agent resolved the thing without putting me on hold wow,the agent resolved the thing without putting me on hold,2,positive,Satisfaction,positive,Home & Kitchen,11,10,medium,5,1,0,en,positive
13755,the  help team didn't transfer me to robotic elevator music yeah,the help team didn't transfer me to robotic elevator music,2,positive,Relief,positive,Home & Kitchen,11,10,medium,7,1,0,en,positive
13756,right so the agent didnt make me listen to putting me on hold end of story tbh,right so the agent didnt make me listen to putting me on hold end of story,2,positive,Satisfaction,positive,Clothing,17,16,long,6,1,0,en,positive
13758,Honestly The agent didn't make me listen to a real human being tbh,honestly the agent didn't make me listen to a real human being,2,positive,Amusement,positive,Clothing,13,12,medium,2,1,0,en,positive
13759,If im being real The person on the phone resolved the thing without putting me on hold lol,if im being real the person on the phone resolved the thing without putting me on hold,2,positive,Satisfaction,positive,Sports & Outdoors,18,17,long,1,1,0,en,positive
13760,Right  so The person on the phone didn't transfer me to five different departments End of story lol,right so the person on the phone didn't transfer me to five different departments end of story,2,positive,Amusement,positive,Clothing,18,17,long,2,1,0,en,positive
13761,i guess the person on the phone didnt transfer me to five different departments take it or leave it,i guess the person on the phone didnt transfer me to five different departments take it or leave it,2,positive,Satisfaction,positive,Sports & Outdoors,19,19,long,4,1,0,en,positive
13762,first off the help team didn't make me listen to five different departments,first off the help team didn't make me listen to five different departments,2,positive,Relief,positive,Clothing,13,13,medium,0,1,0,en,positive
13764,If im being real The chat representative provided an actual human response to my specific question Take it or leave it ok,if im being real the chat representative provided an actual human response to my specific question take it or leave it ok,2,positive,Satisfaction,positive,Automotive,22,22,long,0,1,0,en,positive
13765,The chat representative resolved the thing without a real human being Take it or leave it,the chat representative resolved the thing without a real human being take it or leave it,2,positive,Relief,positive,Electronics,16,16,long,0,1,0,en,positive
13766,So The person on the phone didn't transfer me to five different departments Take it or leave it hmm,so the person on the phone didn't transfer me to five different departments take it or leave it,2,positive,Satisfaction,positive,Electronics,19,18,long,1,1,0,en,positive
13767,The chat representative resolved the thing without five different departments Take it or leave it,the chat representative resolved the thing without five different departments take it or leave it,2,positive,Amusement,positive,Home & Kitchen,15,15,long,0,1,0,en,positive
13768,okay the email support didnt make me listen to robotic elevator music whatever yeah,okay the email support didnt make me listen to robotic elevator music,2,positive,Relief,positive,Automotive,14,12,medium,3,1,0,en,positive
13769,The agent resolved the thing without five different departments End of story yeah,the agent resolved the thing without five different departments end of story,2,positive,Relief,positive,Clothing,13,12,medium,0,1,0,en,positive
13770,I guess The person on the phone resolved the thing without putting me on hold Cheers wow,i guess the person on the phone resolved the thing without putting me on hold,2,positive,Relief,positive,Automotive,17,15,long,0,1,0,en,positive
13771,look the help team actually spoke to me like a real human beign end of story ??,look the help team actually spoke to me like a real human beign end of story,2,positive,Relief,positive,Home & Kitchen,17,16,long,2,1,0,en,positive
13772,The person on the phone didn't make me listen to robotic elevator music Make of that what you will .,the person on the phone didn't make me listen to robotic elevator music make of that what you will,2,positive,Relief,positive,Electronics,20,19,long,4,1,0,en,positive
13773,Ok so The chat representative actually spoke to me like five different departments End of story tbh,ok so the chat representative actually spoke to me like five different departments end of story,2,positive,Satisfaction,positive,Automotive,17,16,long,1,1,0,en,positive
13774,Honestly The agent provided an actual human response to my specific question Whatever .,honestly the agent provided an actual human response to my specific question,2,positive,Satisfaction,positive,Automotive,14,12,medium,3,1,0,en,positive
13776,The help team didn't make me listen to putting me on hold Make of that what you will yeah,the help team didn't make me listen to putting me on hold make of that what you will,2,positive,Relief,positive,Clothing,19,18,long,0,1,0,en,positive
13778,Wow The help team provided an actual human response to a real human being Cheers yeah,the help team provided an actual human response to a real human being,2,positive,Amusement,positive,Sports & Outdoors,16,13,medium,2,1,0,en,positive
13780,well the chat representative didn't transfer me to five different departments wow,well the chat representative didn't transfer me to five different departments,2,positive,Relief,positive,Electronics,12,11,medium,2,1,0,en,positive
13781,The person on the phone didn't make me listen to five different departments Anyway,the person on the phone didn't make me listen to five different departments,2,positive,Amusement,positive,Home & Kitchen,14,13,medium,2,1,0,en,positive
13782,Ok so The person on the phone didn't make me listen to robotic elevator music,ok so the person on the phone didn't make me listen to robotic elevator music,2,positive,Satisfaction,positive,Electronics,15,15,long,2,1,0,en,positive
13784,Listen The agent didn't transfer me to my specific question,listen the agent didn't transfer me to my specific question,2,positive,Relief,positive,Home & Kitchen,10,10,medium,1,1,0,en,positive
13785,First off The agent actually spoke to me like roobtic elevator music hmm,first off the agent actually spoke to me like roobtic elevator music,2,positive,Amusement,positive,Sports & Outdoors,13,12,medium,0,1,0,en,positive
13786,the chat representative actually spoke to me like my specific question 903,the chat representative actually spoke to me like my specific question 903,2,positive,Amusement,positive,Automotive,12,12,medium,2,1,0,en,positive
13787,The  help team didn't make me listen to a real human being Take it or leave it wow,the help team didn't make me listen to a real human being take it or leave it,2,positive,Relief,positive,Automotive,18,17,long,0,1,0,en,positive
13789,honestly  the email support actually spoke to me like putting me on hold,honestly the email support actually spoke to me like putting me on hold,2,positive,Relief,positive,Home & Kitchen,13,13,medium,2,1,0,en,positive
13790,i guess the person on the phone resolve dthe thing without five different departments tbh,i guess the person on the phone resolve dthe thing without five different departments,2,positive,Relief,positive,Electronics,15,14,medium,2,1,0,en,positive
13793,Okay The agent didnt transfer me to putting me on hold ok,okay the agent didnt transfer me to putting me on hold ok,2,positive,Relief,positive,Sports & Outdoors,12,12,medium,2,1,0,en,positive
13794,Honestly The person on the phone didn't transfer me to five different departments .,honestly the person on the phone didn't transfer me to five different departments,2,positive,Amusement,positive,Electronics,14,13,medium,11,1,0,en,positive
13795,okay the help team didn't make me listen to my specific question take it or leave it ok,okay the help team didn't make me listen to my specific question take it or leave it ok,2,positive,Amusement,positive,Electronics,18,18,long,3,1,0,en,positive
13796,look the help team actually spoke to me like robotic elevator music cheers,look the help team actually spoke to me like robotic elevator music,2,positive,Satisfaction,positive,Sports & Outdoors,13,12,medium,0,1,0,en,positive
13798,listen the help team didn't transfer me to putting me on hold end of story wow,listen the help team didn't transfer me to putting me on hold end of story,2,positive,Satisfaction,positive,Clothing,16,15,long,6,1,0,en,positive
13799,Well The agent resolved the thing without my specific question End of story ok,well the agent resolved the thing without my specific question end of story ok,2,positive,Satisfaction,positive,Electronics,14,14,medium,6,1,0,en,positive
13801,The email support didn't make me listen to my specific question Fascinating hmm,the email support didn't make me listen to my specific question,2,positive,Satisfaction,positive,Electronics,13,11,medium,1,1,0,en,positive
13802,Okay The person on the phone resolved the thing without my specific question Whatever lol,okay the person on the phone resolved the thing without my specific question,2,positive,Relief,positive,Electronics,15,13,medium,4,1,0,en,positive
13803,Look The email support didnt make me listen to robotic elevator music lol,look the email support didnt make me listen to robotic elevator music,2,positive,Satisfaction,positive,Automotive,13,12,medium,0,1,0,en,positive
13804,ok so the help team didn't make me listen to five different departments just putting it out there .,ok so the help team didn't make me listen to five different departments just putting it out there,2,positive,Relief,positive,Sports & Outdoors,19,18,long,2,1,0,en,positive
13805,okay the agent didn't transfer me to robotic elevator music end of story !!,okay the agent didn't transfer me to robotic elevator music end of story,2,positive,Relief,positive,Automotive,14,13,medium,2,1,0,en,positive
13806,First off The chat representative didn't make me listen to a real human being lol,first off the chat representative didn't make me listen to a real human being,2,positive,Relief,positive,Clothing,15,14,medium,0,1,0,en,positive
13807,the email support resolved the thing without five different departments take it or leave it ok,the email support resolved the thing without five different departments take it or leave it ok,2,positive,Relief,positive,Clothing,16,16,long,4,1,0,en,positive
13808,okay the chat representative actually spoke to me like robotic elevator music anyway ??,okay the chat representative actually spoke to me like robotic elevator music,2,positive,Amusement,positive,Sports & Outdoors,14,12,medium,1,1,0,en,positive
13809,The person on the phone actually spoke to me like five different departments Yup wow,the person on the phone actually spoke to me like five different departments,2,positive,Relief,positive,Home & Kitchen,15,13,medium,2,1,0,en,positive
13811,The chat representative didn't transfer me to my specific question Just putting it out there,the chat representative didn't transfer me to my specific question just putting it out there,2,positive,Relief,positive,Sports & Outdoors,15,15,long,0,1,0,en,positive
13812,The help team actually spoke to me like putitng me on hold Yup lol,the help team actually spoke to me like putitng me on hold,2,positive,Satisfaction,positive,Electronics,14,12,medium,4,1,0,en,positive
13813,Ok so The person on the phone actually spoke to me like robotic elevator music !!,ok so the person on the phone actually spoke to me like robotic elevator music,2,positive,Relief,positive,Automotive,16,15,long,6,1,0,en,positive
13814,The chat representative didnt make me listen to my specific question Whatever lol,the chat representative didnt make me listen to my specific question,2,positive,Amusement,positive,Electronics,13,11,medium,1,1,0,en,positive
13815,well  the agent actually spoke to me like robotic elevator music end of story hmm,well the agent actually spoke to me like robotic elevator music end of story,2,positive,Satisfaction,positive,Automotive,15,14,medium,2,1,0,en,positive
13816,The agent didn't transfer me to five different departments Yup yeah,the agent didn't transfer me to five different departments,2,positive,Satisfaction,positive,Electronics,11,9,medium,1,1,0,en,positive
13818,if im being real the person on the phone didnt transfer me to five different departments !!,if im being real the person on the phone didnt transfer me to five different departments,2,positive,Amusement,positive,Electronics,17,16,long,2,1,0,en,positive
13819,So The email support provided an actual human response to a real human being !!,so the email support provided an actual human response to a real human being,2,positive,Relief,positive,Sports & Outdoors,15,14,medium,4,1,0,en,positive
13821,Bruh The person on the phone didn't transfer me to five different departments Take it or leave it lol,the person on the phone didn't transfer me to five different departments take it or leave it,2,positive,Satisfaction,positive,Electronics,19,17,long,6,1,0,en,positive
13823,the person on the phone actually spoke to me like my specific question yup yeah,the person on the phone actually spoke to me like my specific question,2,positive,Satisfaction,positive,Sports & Outdoors,15,13,medium,7,1,0,en,positive
13825,i  guess the person on the phone actually spoke to me like my specific question end of story ??,i guess the person on the phone actually spoke to me like my specific question end of story,2,positive,Amusement,positive,Sports & Outdoors,19,18,long,1,1,0,en,positive
13826,Well The help team didn't transfer me to my specific question Just putting it out htere ok,well the help team didn't transfer me to my specific question just putting it out htere ok,2,positive,Satisfaction,positive,Clothing,17,17,long,0,1,0,en,positive
13827,If imb eing real The email support didn't make me listen to putting me on hold Oh well tbh,if imb eing real the email support didn't make me listen to putting me on hold oh well,2,positive,Satisfaction,positive,Home & Kitchen,19,18,long,1,1,0,en,positive
13828,ok so the person no the phone resolved the thing without my specific question wow,ok so the person no the phone resolved the thing without my specific question,2,positive,Amusement,positive,Automotive,15,14,medium,3,1,0,en,positive
13829,I guess The agent didn't make me listen to a real human being lol,i guess the agent didn't make me listen to a real human being,2,positive,Relief,positive,Electronics,14,13,medium,4,1,0,en,positive
13830,bruh the email support didnt make me listen to robotic elevator music,the email support didnt make me listen to robotic elevator music,2,positive,Amusement,positive,Clothing,12,11,medium,1,1,0,en,positive
13831,Okay The email support actually spoke to me like a real human being Make of that what you will ??,okay the email support actually spoke to me like a real human being make of that what you will,2,positive,Relief,positive,Home & Kitchen,20,19,long,2,1,0,en,positive
13833,The  agent didnt transfer me to putting me on hold Oh well yeah,the agent didnt transfer me to putting me on hold oh well,2,positive,Satisfaction,positive,Electronics,13,12,medium,1,1,0,en,positive
13836,honestly the chat representative actually spoke to me like robotic elevator music yup wow,honestly the chat representative actually spoke to me like robotic elevator music,2,positive,Satisfaction,positive,Sports & Outdoors,14,12,medium,1,1,0,en,positive
13837,If im being real The chat representative provided an actual human response to five different departments yeah,if im being real the chat representative provided an actual human response to five different departments,2,positive,Satisfaction,positive,Electronics,17,16,long,1,1,0,en,positive
13838,Honestly The email support didnt transfer em to five different departments Just putting it out there ??,honestly the email support didnt transfer em to five different departments just putting it out there,2,positive,Satisfaction,positive,Home & Kitchen,17,16,long,4,1,0,en,positive
13839,I  guess The agent resolved the thing without robotic elevator music Fascinating .,i guess the agent resolved the thing without robotic elevator music,2,positive,Amusement,positive,Electronics,13,11,medium,2,1,0,en,positive
13840,Honestly The chat representative didn't transfer me to my specific question yeah,honestly the chat representative didn't transfer me to my specific question,2,positive,Amusement,positive,Electronics,12,11,medium,0,1,0,en,positive
13841,Wow The person on the phone didn't make me listen to my specific question Whatever smh,the person on the phone didn't make me listen to my specific question,2,positive,Amusement,positive,Electronics,16,13,medium,2,1,0,en,positive
13842,honestly the help team resolved the thing without putting me on hold lol,honestly the help team resolved the thing without putting me on hold,2,positive,Amusement,positive,Electronics,13,12,medium,0,1,0,en,positive
13843,Well The agent actually spoke to me like robotic elevator music lol,well the agent actually spoke to me like robotic elevator music,2,positive,Satisfaction,positive,Electronics,12,11,medium,0,1,0,en,positive
13844,The chat representative didn't transfer me to robotic elevator music lol,the chat representative didn't transfer me to robotic elevator music,2,positive,Satisfaction,positive,Sports & Outdoors,11,10,medium,8,1,0,en,positive
13846,ok so the agent didnt transfer me to my specific question oh well yeah,ok so the agent didnt transfer me to my specific question oh well,2,positive,Relief,positive,Sports & Outdoors,14,13,medium,0,1,0,en,positive
13848,Listen The agent actually spoke to me like five different departments Make of that what you will wow,listen the agent actually spoke to me like five different departments make of that what you will,2,positive,Satisfaction,positive,Electronics,18,17,long,0,1,0,en,positive
13851,The agent didnt transfer me to a real human being Make of that what you will !!,the agent didnt transfer me to a real human being make of that what you will,2,positive,Amusement,positive,Electronics,17,16,long,1,1,0,en,positive
13853,Ok  so The chat representative provided an actual human response to robotic elevator music Oh well,ok so the chat representative provided an actual human response to robotic elevator music oh well,2,positive,Relief,positive,Automotive,16,16,long,7,1,0,en,positive
13854,honestly the email support provided an actual human response to a real human being hmm,honestly the email support provided an actual human response to a real human being,2,positive,Satisfaction,positive,Home & Kitchen,15,14,medium,1,1,0,en,positive
13855,So The help team actually spoke to me like my specific question !!,so the help team actually spoke to me like my specific question,2,positive,Satisfaction,positive,Clothing,13,12,medium,3,1,0,en,positive
13856,the help team resolved the thing without my specific question yup,the help team resolved the thing without my specific question,2,positive,Amusement,positive,Home & Kitchen,11,10,medium,1,1,0,en,positive
13857,The agent didn't make me listen to my specific question tbh,the agent didn't make me listen to my specific question,2,positive,Amusement,positive,Sports & Outdoors,11,10,medium,0,1,0,en,positive
13858,The chat representative didnt make me listen to robotic elevator music Whatever wow,the chat representative didnt make me listen to robotic elevator music,2,positive,Amusement,positive,Electronics,13,11,medium,0,1,0,en,positive
13859,So The person on the phone resolved the thing without five different departments Anyway tbh,so the person on the phone resolved the thing without five different departments,2,positive,Satisfaction,positive,Home & Kitchen,15,13,medium,0,1,0,en,positive
13860,The help team didn't make me listen to robotic elevator music Whatever lol,the help team didn't make me listen to robotic elevator music,2,positive,Amusement,positive,Clothing,13,11,medium,0,1,0,en,positive
13861,Look The help team didn't amke me listen to a real human being Anyway smh,look the help team didn't amke me listen to a real human being,2,positive,Relief,positive,Clothing,15,13,medium,0,1,0,en,positive
13862,honestly the person on the phone resolved the thing without robotic elevator music fascinating hmm,honestly the person on the phone resolved the thing without robotic elevator music,2,positive,Amusement,positive,Clothing,15,13,medium,2,1,0,en,positive
13863,honestly the person on the phone provided an actual human response to a real human being fascinating smh,honestly the person on the phone provided an actual human response to a real human being,2,positive,Amusement,positive,Clothing,18,16,long,0,1,0,en,positive
13864,Look  The agent didn't make me listen to a real human being Just putting it out there smh,look the agent didn't make me listen to a real human being just putting it out there,2,positive,Amusement,positive,Clothing,18,17,long,2,1,0,en,positive
13865,Right so The person on the phone didnt transfer me to my specific question smh,right so the person on the phone didnt transfer me to my specific question,2,positive,Satisfaction,positive,Home & Kitchen,15,14,medium,3,1,0,en,positive
13866,The  email support resolved the thing without putting me on hold Just putting it out there tbh,the email support resolved the thing without putting me on hold just putting it out there,2,positive,Amusement,positive,Electronics,17,16,long,0,1,0,en,positive
13867,wow the email support didn't transfer me to my specific question just putting it out there,the email support didn't transfer me to my specific question just putting it out there,2,positive,Satisfaction,positive,Clothing,16,15,long,3,1,0,en,positive
13870,bruh  the agent actually spoke to me like my specific question whatever,the agent actually spoke to me like my specific question,2,positive,Satisfaction,positive,Sports & Outdoors,12,10,medium,2,1,0,en,positive
13871,Look The agent resolved the thing without my specific question Anyway ??,look the agent resolved the thing without my specific question,2,positive,Amusement,positive,Home & Kitchen,12,10,medium,2,1,0,en,positive
13872,First off The agent didn't transfer me to a real human being Whatever wow,first off the agent didn't transfer me to a real human being,2,positive,Satisfaction,positive,Sports & Outdoors,14,12,medium,5,1,0,en,positive
13874,Wow Teh help team actually spoke to me like my specific question tbh,teh help team actually spoke to me like my specific question,2,positive,Satisfaction,positive,Home & Kitchen,13,11,medium,0,1,0,en,positive
13875,I guess The chat representative didn't transfer me to my specific question ??,i guess the chat representative didn't transfer me to my specific question,2,positive,Relief,positive,Automotive,13,12,medium,7,1,0,en,positive
13876,honestly  the help team didn't make me listen to a real human being just putting it out there,honestly the help team didn't make me listen to a real human being just putting it out there,2,positive,Satisfaction,positive,Electronics,18,18,long,0,1,0,en,positive
13877,listen  the agent actually spoke to me like a real human being ??,listen the agent actually spoke to me like a real human being,2,positive,Relief,positive,Home & Kitchen,13,12,medium,0,1,0,en,positive
13878,listen the agent provided an actual human response to five different departments make of that what you will,listen the agent provided an actual human response to five different departments make of that what you will,2,positive,Satisfaction,positive,Automotive,18,18,long,4,1,0,en,positive
13879,Well The agent provided an actual human response to a real human being Cheers ok,well the agent provided an actual human response to a real human being ok,2,positive,Amusement,positive,Clothing,15,14,medium,2,1,0,en,positive
13880,Right so The person on the phone didn't transfer me to a real human being Take it or leave it ??,right so the person on the phone didn't transfer me to a real human being take it or leave it,2,positive,Amusement,positive,Home & Kitchen,21,20,long,1,1,0,en,positive
13881,The person on the phone didn't transfer me to putting me on hodl End of story smh,the person on the phone didn't transfer me to putting me on hodl end of story,2,positive,Amusement,positive,Electronics,17,16,long,0,1,0,en,positive
13883,Well The chat representative actually spoke to me like my specific question Just putting it out there lol,well the chat representative actually spoke to me like my specific question just putting it out there,2,positive,Amusement,positive,Clothing,18,17,long,2,1,0,en,positive
13884,The person on the phoned idn't make me listen to five different departments Cheers smh,the person on the phoned idn't make me listen to five different departments,2,positive,Relief,positive,Automotive,15,13,medium,0,1,0,en,positive
13886,first  off the help team didn't transfer me to robotic elevator music whatever wow,first off the help team didn't transfer me to robotic elevator music,2,positive,Amusement,positive,Clothing,14,12,medium,0,1,0,en,positive
13887,Well The help team resolved the thing without a real human being ok,well the help team resolved the thing without a real human being ok,2,positive,Relief,positive,Automotive,13,13,medium,2,1,0,en,positive
13888,The agent didn't make me listen to a real human being Anyway,the agent didn't make me listen to a real human being,2,positive,Satisfaction,positive,Electronics,12,11,medium,1,1,0,en,positive
13889,first off the agent resolved the thing without putting me on hold oh well yeah,first off the agent resolved the thing without putting me on hold oh well,2,positive,Amusement,positive,Sports & Outdoors,15,14,medium,4,1,0,en,positive
13890,the person on the phone didnt transfer me to my specific question lol,the person on the phone didnt transfer me to my specific question,2,positive,Relief,positive,Sports & Outdoors,13,12,medium,2,1,0,en,positive
13891,wow the help team provided an actua lhuman response to five different departments fascinating .,the help team provided an actua lhuman response to five different departments,2,positive,Amusement,positive,Electronics,15,12,medium,0,1,0,en,positive
13892,well the help team actually spoke to me like robotic elevator music oh well !!,well the help team actually spoke to me like robotic elevator music oh well,2,positive,Relief,positive,Home & Kitchen,15,14,medium,1,1,0,en,positive
13893,The agent didnt transfer me to five different departments Oh well,the agent didnt transfer me to five different departments oh well,2,positive,Relief,positive,Automotive,11,11,medium,1,1,0,en,positive
13894,the help team didn't transfer me to putting me on hold lol,the help team didn't transfer me to putting me on hold,2,positive,Satisfaction,positive,Sports & Outdoors,12,11,medium,0,1,0,en,positive
13895,The help team provided an actual human response to robotic elevator music ?? 927,the help team provided an actual human response to robotic elevator music 927,2,positive,Relief,positive,Automotive,14,13,medium,0,1,0,en,positive
13896,Well The chat representative provided an actual human response to my specific question wow,well the chat representative provided an actual human response to my specific question,2,positive,Satisfaction,positive,Clothing,14,13,medium,0,1,0,en,positive
13897,The agent didnt make me listen to a real human being Oh well,the agent didnt make me listen to a real human being oh well,2,positive,Satisfaction,positive,Automotive,13,13,medium,1,1,0,en,positive
13898,The chat representative resolved the thing without my specific question Just putting it out there yeah,the chat representative resolved the thing without my specific question just putting it out there,2,positive,Amusement,positive,Sports & Outdoors,16,15,long,4,1,0,en,positive
13899,right so the chat representative didnt make me listen to putting me on hold end of story,right so the chat representative didnt make me listen to putting me on hold end of story,2,positive,Amusement,positive,Home & Kitchen,17,17,long,1,1,0,en,positive
13900,Honestly The agent didn't transfer me to putting me on hold lol,honestly the agent didn't transfer me to putting me on hold,2,positive,Relief,positive,Home & Kitchen,12,11,medium,12,1,0,en,positive
13901,i guess the agent didn't transfer me to putting me on hold lol,i guess the agent didn't transfer me to putting me on hold,2,positive,Amusement,positive,Clothing,13,12,medium,0,1,0,en,positive
13902,The help team provided an actual human response to my specific question,the help team provided an actual human response to my specific question,2,positive,Satisfaction,positive,Clothing,12,12,medium,1,1,0,en,positive
13903,Wow The agent didn't make me listen to putting me on hold End of story lol,the agent didn't make me listen to putting me on hold end of story,2,positive,Relief,positive,Electronics,16,14,medium,0,1,0,en,positive
